2017 Oct 11 16:59:08 [10] INFO  - ,,,Production Version,,,No Equity Longs (Method 1),,,No Net Notional Eq Long (Method 2),,
2017 Oct 11 16:59:09 [10] INFO  - ,11/6/2015 12:00:00 AM,-0.05%,0.11%,-0.37%,0.51%,-0.30%,-0.56%,0.28%,-0.04%,-0.56%,0.55%
2017 Oct 11 16:59:09 [10] INFO  - ,11/13/2015 12:00:00 AM,1.63%,2.03%,2.12%,-0.10%,3.09%,3.06%,0.02%,2.28%,2.79%,-0.52%
2017 Oct 11 16:59:09 [10] INFO  - ,11/20/2015 12:00:00 AM,-0.12%,1.88%,3.05%,-1.19%,0.87%,2.13%,-1.26%,1.97%,2.22%,-0.26%
2017 Oct 11 16:59:09 [10] INFO  - ,11/27/2015 12:00:00 AM,0.62%,1.10%,1.41%,-0.31%,0.90%,1.28%,-0.38%,0.75%,0.96%,-0.21%
2017 Oct 11 16:59:09 [10] INFO  - ,12/4/2015 12:00:00 AM,-1.52%,-1.91%,-2.66%,0.77%,-1.11%,-2.11%,1.02%,-1.47%,-2.53%,1.07%
2017 Oct 11 16:59:09 [10] INFO  - ,12/11/2015 12:00:00 AM,1.61%,-1.07%,0.16%,-1.24%,0.25%,0.66%,-0.41%,-0.58%,0.63%,-1.21%
2017 Oct 11 16:59:09 [10] INFO  - ,12/18/2015 12:00:00 AM,-0.10%,-0.72%,0.02%,-0.72%,-0.73%,0.02%,-0.74%,-0.47%,-0.10%,-0.34%
2017 Oct 11 16:59:09 [10] INFO  - ,12/25/2015 12:00:00 AM,0.22%,0.38%,-0.01%,0.39%,-0.43%,-0.59%,0.16%,0.03%,-0.31%,0.34%
2017 Oct 11 16:59:09 [10] INFO  - ,12/31/2015 12:00:00 AM,-0.51%,-0.81%,-0.62%,-0.20%,-0.68%,-0.46%,-0.24%,-0.84%,-0.39%,-0.47%
2017 Oct 11 16:59:09 [10] INFO  - ,1/8/2016 12:00:00 AM,-1.29%,-0.82%,-0.85%,0.04%,2.56%,2.32%,0.23%,0.66%,1.23%,-0.57%
2017 Oct 11 16:59:09 [10] INFO  - ,1/15/2016 12:00:00 AM,0.12%,1.57%,2.43%,-0.87%,2.13%,2.87%,-0.75%,1.34%,2.24%,-0.91%
2017 Oct 11 16:59:09 [10] INFO  - ,1/22/2016 12:00:00 AM,1.24%,1.01%,-0.15%,1.16%,0.88%,-0.28%,1.14%,1.01%,-0.15%,1.16%
2017 Oct 11 16:59:09 [10] INFO  - ,1/29/2016 12:00:00 AM,3.18%,-0.06%,0.23%,-0.31%,-0.29%,0.21%,-0.50%,-0.06%,0.23%,-0.31%
2017 Oct 11 16:59:09 [10] INFO  - ,2/5/2016 12:00:00 AM,0.79%,0.73%,1.09%,-0.35%,1.12%,1.27%,-0.14%,0.73%,1.09%,-0.35%
2017 Oct 11 16:59:09 [10] INFO  - ,2/12/2016 12:00:00 AM,0.41%,1.32%,1.25%,0.05%,1.45%,1.37%,0.06%,1.32%,1.25%,0.05%
2017 Oct 11 16:59:09 [10] INFO  - ,2/19/2016 12:00:00 AM,0.49%,-0.41%,-0.36%,-0.07%,-0.42%,-0.35%,-0.09%,-0.41%,-0.36%,-0.07%
2017 Oct 11 16:59:09 [10] INFO  - ,2/26/2016 12:00:00 AM,1.04%,-0.19%,-0.19%,0.02%,-0.31%,-0.30%,0.00%,-0.18%,-0.18%,0.01%
2017 Oct 11 16:59:09 [10] INFO  - ,3/4/2016 12:00:00 AM,1.65%,-0.57%,-1.32%,0.77%,-1.25%,-1.95%,0.71%,-0.90%,-1.61%,0.72%
2017 Oct 11 16:59:09 [10] INFO  - ,3/11/2016 12:00:00 AM,0.54%,-0.17%,-1.61%,1.48%,-0.60%,-1.97%,1.38%,-0.56%,-1.94%,1.38%
2017 Oct 11 16:59:09 [10] INFO  - ,3/18/2016 12:00:00 AM,-0.08%,1.28%,1.33%,-0.03%,0.75%,0.83%,-0.06%,0.83%,0.90%,-0.05%
2017 Oct 11 16:59:09 [10] INFO  - ,3/25/2016 12:00:00 AM,-0.63%,-1.14%,-0.42%,-0.71%,-0.48%,0.00%,-0.47%,-0.57%,-0.01%,-0.55%
2017 Oct 11 16:59:09 [10] INFO  - ,4/1/2016 12:00:00 AM,0.47%,1.85%,1.75%,0.11%,1.67%,1.58%,0.10%,1.88%,1.54%,0.34%
2017 Oct 11 16:59:09 [10] INFO  - ,4/8/2016 12:00:00 AM,-0.51%,-1.19%,-0.82%,-0.36%,-0.82%,-0.43%,-0.39%,-0.98%,-0.25%,-0.74%
2017 Oct 11 16:59:09 [10] INFO  - ,4/15/2016 12:00:00 AM,0.99%,1.39%,1.18%,0.21%,0.17%,0.12%,0.06%,0.53%,0.05%,0.48%
2017 Oct 11 16:59:09 [10] INFO  - ,4/22/2016 12:00:00 AM,1.91%,-2.33%,-3.96%,1.63%,-2.72%,-4.25%,1.53%,-2.77%,-4.28%,1.51%
2017 Oct 11 16:59:09 [10] INFO  - ,4/29/2016 12:00:00 AM,0.13%,0.43%,-0.48%,0.90%,1.02%,-0.01%,1.03%,0.81%,0.06%,0.74%
2017 Oct 11 16:59:09 [10] INFO  - ,5/6/2016 12:00:00 AM,0.34%,0.62%,1.19%,-0.60%,1.24%,1.54%,-0.32%,1.08%,1.56%,-0.50%
2017 Oct 11 16:59:09 [10] INFO  - ,5/13/2016 12:00:00 AM,0.45%,-0.35%,-0.88%,0.52%,-0.51%,-0.68%,0.17%,-0.59%,-0.73%,0.14%
2017 Oct 11 16:59:09 [10] INFO  - ,5/20/2016 12:00:00 AM,0.36%,-2.44%,-3.27%,0.84%,-2.73%,-3.49%,0.76%,-2.54%,-3.31%,0.77%
2017 Oct 11 16:59:09 [10] INFO  - ,5/27/2016 12:00:00 AM,1.09%,1.15%,1.20%,-0.05%,-0.06%,0.15%,-0.21%,0.30%,0.34%,-0.04%
2017 Oct 11 16:59:09 [10] INFO  - ,6/3/2016 12:00:00 AM,-0.08%,1.85%,1.20%,0.64%,2.09%,1.40%,0.69%,2.14%,1.44%,0.70%
2017 Oct 11 16:59:09 [10] INFO  - ,6/10/2016 12:00:00 AM,-0.45%,0.98%,0.86%,0.11%,1.57%,1.10%,0.45%,1.39%,1.15%,0.22%
2017 Oct 11 16:59:09 [10] INFO  - ,6/17/2016 12:00:00 AM,0.31%,-1.20%,-0.54%,-0.63%,0.10%,0.32%,-0.21%,-0.23%,0.40%,-0.62%
2017 Oct 11 16:59:09 [10] INFO  - ,6/24/2016 12:00:00 AM,-0.45%,1.08%,1.44%,-0.26%,1.25%,2.96%,-1.65%,1.46%,3.49%,-1.97%
2017 Oct 11 16:59:09 [10] INFO  - ,7/1/2016 12:00:00 AM,2.63%,5.37%,5.66%,-0.31%,2.26%,2.64%,-0.37%,2.30%,3.04%,-0.74%
2017 Oct 11 16:59:09 [10] INFO  - ,7/8/2016 12:00:00 AM,0.15%,1.20%,1.77%,-0.58%,1.24%,1.62%,-0.38%,1.24%,1.62%,-0.38%
2017 Oct 11 16:59:09 [10] INFO  - ,7/15/2016 12:00:00 AM,0.94%,0.26%,0.17%,0.09%,-1.74%,-2.27%,0.52%,-1.74%,-2.27%,0.53%
2017 Oct 11 16:59:09 [10] INFO  - ,7/22/2016 12:00:00 AM,0.06%,1.63%,1.22%,0.41%,1.14%,0.80%,0.34%,1.28%,0.76%,0.52%
2017 Oct 11 16:59:09 [10] INFO  - ,7/29/2016 12:00:00 AM,-0.50%,2.16%,2.52%,-0.36%,1.97%,2.31%,-0.34%,1.90%,2.17%,-0.27%
2017 Oct 11 16:59:09 [10] INFO  - ,8/5/2016 12:00:00 AM,-0.21%,0.26%,-0.99%,1.24%,0.29%,-1.14%,1.42%,0.34%,-1.19%,1.53%
2017 Oct 11 16:59:09 [10] INFO  - ,8/12/2016 12:00:00 AM,0.82%,-1.17%,-0.92%,-0.24%,-1.92%,-1.76%,-0.15%,-1.81%,-1.76%,-0.04%
2017 Oct 11 16:59:09 [10] INFO  - ,8/19/2016 12:00:00 AM,-0.04%,-2.55%,-3.14%,0.59%,-2.17%,-2.68%,0.51%,-2.16%,-2.69%,0.53%
2017 Oct 11 16:59:09 [10] INFO  - ,8/26/2016 12:00:00 AM,0.00%,1.61%,1.29%,0.33%,1.28%,0.97%,0.33%,1.30%,0.89%,0.42%
2017 Oct 11 16:59:09 [10] INFO  - ,9/2/2016 12:00:00 AM,-0.25%,1.18%,0.71%,0.46%,1.06%,0.58%,0.47%,1.28%,0.50%,0.76%
2017 Oct 11 16:59:09 [10] INFO  - ,9/9/2016 12:00:00 AM,0.89%,-1.86%,-3.35%,1.50%,-1.12%,-1.96%,0.85%,-1.35%,-1.92%,0.59%
2017 Oct 11 16:59:09 [10] INFO  - ,9/16/2016 12:00:00 AM,0.32%,-0.54%,-0.23%,-0.31%,0.20%,0.38%,-0.18%,0.23%,0.28%,-0.05%
2017 Oct 11 16:59:09 [10] INFO  - ,9/23/2016 12:00:00 AM,0.49%,2.44%,2.02%,0.41%,1.05%,1.17%,-0.13%,1.39%,1.03%,0.34%
2017 Oct 11 16:59:09 [10] INFO  - ,9/30/2016 12:00:00 AM,0.11%,-2.21%,-1.50%,-0.76%,-1.99%,-1.32%,-0.70%,-2.01%,-1.34%,-0.70%
2017 Oct 11 16:59:09 [10] INFO  - ,10/7/2016 12:00:00 AM,-1.58%,-1.20%,-0.79%,-0.42%,-1.40%,-0.92%,-0.49%,-1.25%,-0.86%,-0.40%
2017 Oct 11 16:59:09 [10] INFO  - ,10/14/2016 12:00:00 AM,-1.21%,-1.38%,-1.47%,0.10%,-0.80%,-0.96%,0.17%,-0.92%,-0.87%,-0.04%
2017 Oct 11 16:59:09 [10] INFO  - ,10/21/2016 12:00:00 AM,0.83%,2.43%,2.72%,-0.29%,1.79%,1.92%,-0.12%,1.80%,1.92%,-0.11%
2017 Oct 11 16:59:09 [10] INFO  - ,10/28/2016 12:00:00 AM,-0.32%,-1.90%,-3.03%,1.13%,-1.43%,-2.60%,1.16%,-1.50%,-2.51%,1.00%
2017 Oct 11 16:59:09 [10] INFO  - ,11/4/2016 12:00:00 AM,-0.10%,-0.87%,-1.61%,0.73%,0.36%,-0.52%,0.88%,-0.05%,-0.52%,0.46%
2017 Oct 11 16:59:09 [10] INFO  - ,11/11/2016 12:00:00 AM,1.60%,0.44%,1.41%,-0.96%,-1.44%,0.02%,-1.44%,-1.38%,0.03%,-1.38%
2017 Oct 11 16:59:09 [10] INFO  - ,11/18/2016 12:00:00 AM,1.11%,0.60%,1.55%,-0.95%,0.06%,1.25%,-1.20%,0.10%,1.22%,-1.12%
2017 Oct 11 16:59:09 [10] INFO  - ,11/25/2016 12:00:00 AM,1.82%,0.46%,1.13%,-0.69%,-0.60%,0.49%,-1.10%,-0.49%,0.47%,-0.96%
2017 Oct 11 16:59:09 [10] INFO  - ,12/2/2016 12:00:00 AM,-0.71%,-3.41%,-2.72%,-0.71%,-2.45%,-2.03%,-0.44%,-2.57%,-2.00%,-0.58%
2017 Oct 11 16:59:09 [10] INFO  - ,12/9/2016 12:00:00 AM,-1.03%,4.06%,3.36%,0.70%,1.02%,1.55%,-0.52%,1.51%,1.38%,0.14%
2017 Oct 11 16:59:09 [10] INFO  - ,12/16/2016 12:00:00 AM,-0.95%,-0.85%,0.33%,-1.17%,-0.95%,0.27%,-1.21%,-1.06%,0.28%,-1.34%
2017 Oct 11 16:59:09 [10] INFO  - ,12/23/2016 12:00:00 AM,0.61%,-0.40%,-0.55%,0.16%,-0.45%,-0.56%,0.12%,-0.33%,-0.60%,0.28%
2017 Oct 11 16:59:09 [10] INFO  - ,12/30/2016 12:00:00 AM,-1.95%,0.69%,-0.97%,1.65%,0.88%,-0.75%,1.63%,0.78%,-0.60%,1.38%
2017 Oct 11 16:59:09 [10] INFO  - ,1/6/2017 12:00:00 AM,0.47%,-0.37%,-0.78%,0.41%,-1.57%,-2.31%,0.73%,-1.20%,-2.20%,0.99%
2017 Oct 11 16:59:09 [10] INFO  - ,1/13/2017 12:00:00 AM,0.34%,0.55%,-0.55%,1.07%,0.38%,-0.60%,0.96%,0.46%,-0.71%,1.15%
2017 Oct 11 16:59:09 [10] INFO  - ,1/20/2017 12:00:00 AM,-0.43%,-0.31%,-0.56%,0.25%,0.00%,-0.32%,0.32%,-0.31%,-0.29%,-0.03%
2017 Oct 11 16:59:09 [10] INFO  - ,1/27/2017 12:00:00 AM,0.26%,0.37%,1.00%,-0.61%,-0.86%,0.17%,-1.01%,-0.77%,-0.06%,-0.69%
2017 Oct 11 16:59:09 [10] INFO  - ,2/3/2017 12:00:00 AM,-0.35%,-0.24%,-0.90%,0.67%,0.27%,-0.65%,0.93%,0.13%,-0.55%,0.69%
2017 Oct 11 16:59:09 [10] INFO  - ,2/10/2017 12:00:00 AM,1.75%,0.49%,0.40%,0.09%,-0.30%,0.12%,-0.41%,-0.11%,0.00%,-0.10%
2017 Oct 11 16:59:09 [10] INFO  - ,2/17/2017 12:00:00 AM,0.80%,-0.52%,0.42%,-0.93%,-1.84%,-0.08%,-1.75%,-1.20%,-0.28%,-0.91%
2017 Oct 11 16:59:09 [10] INFO  - ,2/24/2017 12:00:00 AM,1.72%,-1.68%,-0.63%,-1.08%,-1.66%,-0.61%,-1.06%,-1.48%,-0.63%,-0.86%
2017 Oct 11 16:59:09 [10] INFO  - ,3/3/2017 12:00:00 AM,-0.36%,1.21%,0.81%,0.41%,0.83%,0.54%,0.29%,1.28%,0.52%,0.77%
2017 Oct 11 16:59:09 [10] INFO  - ,3/10/2017 12:00:00 AM,-0.14%,0.61%,0.04%,0.57%,0.46%,0.04%,0.41%,0.36%,0.08%,0.28%
2017 Oct 11 16:59:09 [10] INFO  - ,3/17/2017 12:00:00 AM,1.04%,-0.10%,-0.09%,-0.01%,-1.10%,-0.55%,-0.55%,-0.91%,-0.57%,-0.34%
2017 Oct 11 16:59:09 [10] INFO  - ,3/24/2017 12:00:00 AM,-0.62%,-1.18%,-3.00%,1.81%,-0.71%,-2.00%,1.29%,-1.19%,-1.85%,0.65%
2017 Oct 11 16:59:09 [10] INFO  - ,3/31/2017 12:00:00 AM,2.27%,0.59%,0.46%,0.13%,-0.64%,-0.09%,-0.55%,-0.40%,-0.19%,-0.22%
2017 Oct 11 16:59:09 [10] INFO  - ,4/7/2017 12:00:00 AM,1.60%,-0.54%,-0.48%,-0.06%,-0.31%,-0.39%,0.07%,-0.34%,-0.39%,0.05%
2017 Oct 11 16:59:09 [10] INFO  - ,4/14/2017 12:00:00 AM,0.71%,-0.86%,-0.79%,-0.06%,-0.08%,-0.38%,0.30%,-0.27%,-0.36%,0.09%
2017 Oct 11 16:59:09 [10] INFO  - ,4/21/2017 12:00:00 AM,-0.13%,-1.51%,-1.91%,0.41%,-2.06%,-2.25%,0.19%,-2.38%,-2.22%,-0.16%
2017 Oct 11 16:59:09 [10] INFO  - ,4/28/2017 12:00:00 AM,1.76%,1.94%,2.33%,-0.42%,-1.45%,-0.33%,-1.11%,-1.23%,-0.67%,-0.54%
2017 Oct 11 16:59:09 [10] INFO  - ,5/5/2017 12:00:00 AM,-1.42%,1.34%,1.74%,-0.40%,1.03%,1.37%,-0.35%,1.16%,1.32%,-0.17%
2017 Oct 11 16:59:09 [10] INFO  - ,5/12/2017 12:00:00 AM,0.70%,-0.62%,-0.52%,-0.10%,-0.72%,-0.67%,-0.06%,-0.62%,-0.67%,0.05%
2017 Oct 11 16:59:09 [10] INFO  - ,5/19/2017 12:00:00 AM,0.42%,-1.33%,-2.50%,1.17%,-0.76%,-1.75%,0.98%,-0.91%,-1.60%,0.68%
2017 Oct 11 16:59:09 [10] INFO  - ,5/26/2017 12:00:00 AM,2.92%,0.93%,1.09%,-0.19%,0.14%,0.49%,-0.35%,0.55%,0.42%,0.13%
2017 Oct 11 16:59:09 [10] INFO  - ,6/2/2017 12:00:00 AM,1.20%,1.15%,1.04%,0.12%,0.67%,0.61%,0.06%,0.89%,0.58%,0.30%
2017 Oct 11 16:59:09 [10] INFO  - ,6/9/2017 12:00:00 AM,-0.06%,0.91%,0.81%,0.08%,0.87%,0.74%,0.13%,0.56%,0.75%,-0.20%
2017 Oct 11 16:59:09 [10] INFO  - ,6/16/2017 12:00:00 AM,0.19%,0.28%,0.00%,0.27%,0.43%,0.16%,0.26%,0.23%,0.22%,0.00%
2017 Oct 11 16:59:09 [10] INFO  - ,6/23/2017 12:00:00 AM,0.42%,0.16%,0.22%,-0.08%,0.00%,0.11%,-0.13%,0.19%,0.10%,0.08%
2017 Oct 11 16:59:09 [10] INFO  - ,6/30/2017 12:00:00 AM,-2.33%,-2.00%,-2.09%,0.09%,-1.48%,-1.70%,0.22%,-1.71%,-1.60%,-0.11%
2017 Oct 11 16:59:09 [10] INFO  - ,7/7/2017 12:00:00 AM,1.49%,0.95%,1.02%,-0.07%,0.81%,0.96%,-0.15%,0.81%,0.95%,-0.14%
2017 Oct 11 16:59:09 [10] INFO  - ,7/14/2017 12:00:00 AM,-1.05%,-0.72%,-0.10%,-0.62%,-1.57%,-0.94%,-0.63%,-1.51%,-1.03%,-0.48%
2017 Oct 11 16:59:09 [10] INFO  - ,7/21/2017 12:00:00 AM,0.53%,-0.68%,-0.56%,-0.11%,-0.14%,-0.12%,-0.02%,0.00%,-0.17%,0.17%
2017 Oct 11 16:59:09 [10] INFO  - ,7/28/2017 12:00:00 AM,-1.11%,-0.79%,-0.38%,-0.40%,-0.53%,-0.16%,-0.36%,-0.50%,-0.26%,-0.24%
2017 Oct 11 16:59:09 [10] INFO  - ,8/4/2017 12:00:00 AM,-0.58%,0.57%,0.57%,0.02%,0.18%,0.20%,-0.01%,0.50%,0.08%,0.44%
2017 Oct 11 16:59:09 [10] INFO  - ,8/11/2017 12:00:00 AM,-0.14%,-3.15%,-3.82%,0.66%,-1.00%,-1.82%,0.83%,-1.54%,-1.68%,0.15%
2017 Oct 11 16:59:09 [10] INFO  - ,8/18/2017 12:00:00 AM,0.75%,-0.08%,0.15%,-0.24%,-0.18%,-0.16%,-0.02%,-0.12%,-0.05%,-0.07%
2017 Oct 11 16:59:09 [10] INFO  - ,8/25/2017 12:00:00 AM,1.20%,0.99%,1.07%,-0.08%,0.47%,0.73%,-0.27%,0.94%,0.77%,0.17%
2017 Oct 11 16:59:09 [10] INFO  - ,9/1/2017 12:00:00 AM,-0.45%,2.11%,1.78%,0.32%,1.50%,1.54%,-0.03%,1.79%,1.55%,0.25%
2017 Oct 11 16:59:09 [10] INFO  - ,9/8/2017 12:00:00 AM,-0.12%,0.14%,0.81%,-0.68%,0.31%,0.94%,-0.64%,0.15%,0.96%,-0.82%
2017 Oct 11 16:59:09 [10] INFO  - ,9/15/2017 12:00:00 AM,-1.72%,-0.75%,-0.20%,-0.54%,-1.37%,-0.66%,-0.71%,-1.25%,-0.66%,-0.59%
2017 Oct 11 16:59:09 [10] INFO  - ,9/22/2017 12:00:00 AM,3.31%,0.49%,0.37%,0.13%,0.17%,0.17%,0.01%,0.12%,0.18%,-0.04%
2017 Oct 11 16:59:09 [10] INFO  - ,9/29/2017 12:00:00 AM,0.50%,0.65%,-0.19%,0.85%,-0.11%,-0.95%,0.84%,-0.14%,-0.98%,0.84%
2017 Oct 11 16:59:09 [10] INFO  - ,10/6/2017 12:00:00 AM,1.30%,0.36%,-0.20%,0.54%,-0.75%,-1.10%,0.34%,-0.40%,-1.21%,0.81%
